1, 0, 1, 0
2, 2, 1, 0
3, 3, 1, 0
4, 4, 5, 0
9, 0, 1, 0
10, 2, 1, 0
11, 3, 1, 0
12, 4, 5, 0
17, 0, 1, 0
18, 2, 1, 0
19, 3, 1, 0
20, 4, 2, 0
22, 2, 2, 0
24, 0, 2, 0
26, 2, 2, 0
28, 1, 5, 0
33, 2, 1, 0
34, 2, 1, 0
35, 1, 1, 0
36, 0, 3, 0
39, 0, 1, 0
40, 2, 2, 0
42, 4, 2, 0
44, 4, 1, 0
45, 3, 4, 0
49, 2, 1, 0
50, 3, 1, 0
51, 4, 2, 0
53, 2, 2, 0
55, 0, 2, 0
57, 1, 2, 0
59, 0, 5, 0
